zone,date,PM2.5,PM10,NO2,SO2,CO,O3
Ashok Vihar,2025-12-14,579.2,795.6,105.6,18.6,4.25,47.49
Ashok Vihar,2025-12-15,341.3,507.0,76.5,16.0,2.73,70.71
Ashok Vihar,2025-12-16,198.9,319.4,57.9,19.6,1.57,76.55
Ashok Vihar,2025-12-17,232.8,370.0,57.4,18.6,2.62,73.14
Ashok Vihar,2025-12-18,269.1,398.4,46.1,16.0,2.2,26.6
Ashok Vihar,2025-12-19,232.9,365.8,58.2,16.9,3.0,54.79
Ashok Vihar,2025-12-20,374.7,544.8,51.0,14.0,3.65,8.75
Ashok Vihar,2025-12-21,249.5,385.1,52.3,11.7,1.91,30.92
Ashok Vihar,2025-12-22,303.7,499.5,58.1,16.6,2.85,58.25
Ashok Vihar,2025-12-23,256.0,403.5,50.3,12.3,1.34,55.16
Ashok Vihar,2025-12-24,114.2,202.2,42.7,11.4,2.05,61.99
Ashok Vihar,2025-12-25,167.2,299.9,60.4,10.6,2.55,74.62
Ashok Vihar,2025-12-26,278.3,464.9,61.9,10.2,3.23,71.08
Ashok Vihar,2025-12-27,286.9,452.2,56.9,9.6,2.73,74.36
Ashok Vihar,2025-12-28,306.9,459.0,52.9,8.9,3.22,71.56
Ashok Vihar,2025-12-29,338.0,517.6,63.1,9.0,2.65,49.44
Ashok Vihar,2025-12-30,283.2,453.8,70.1,9.3,2.03,51.6
Ashok Vihar,2025-12-31,255.7,398.5,51.5,6.7,1.86,15.04
Ashok Vihar,2026-01-01,230.3,349.2,39.4,9.1,1.59,30.81
Ashok Vihar,2026-01-02,96.9,158.7,32.2,7.0,1.2,34.86
Ashok Vihar,2026-01-03,150.9,249.1,40.0,8.6,1.55,42.86
Ashok Vihar,2026-01-04,157.9,253.8,37.3,7.1,1.52,44.45
Ashok Vihar,2026-01-05,130.1,226.1,37.2,6.4,1.24,54.5
Ashok Vihar,2026-01-06,159.8,263.1,36.9,7.4,1.23,13.41
Ashok Vihar,2026-01-07,164.8,287.0,41.9,11.8,1.03,38.2
Ashok Vihar,2026-01-08,157.2,286.5,42.4,10.8,1.49,45.85
Ashok Vihar,2026-01-09,192.6,346.8,57.1,13.2,1.39,42.52
Ashok Vihar,2026-01-10,169.6,310.0,54.6,12.9,1.1,46.11
Ashok Vihar,2026-01-11,154.4,263.0,47.7,12.4,1.03,47.31
Ashok Vihar,2026-01-12,192.0,342.0,56.9,14.9,2.2,69.15
Ashok Vihar,2026-01-13,244.0,415.9,68.6,15.1,1.99,69.5
Ashok Vihar,2026-01-14,253.5,393.7,59.2,11.9,2.04,77.49
Ashok Vihar,2026-01-15,207.2,337.9,56.0,12.6,2.45,60.94
Ashok Vihar,2026-01-16,231.4,442.5,65.4,13.4,4.16,72.56
Ashok Vihar,2026-01-17,320.0,612.7,82.3,14.6,4.12,100.56
Ashok Vihar,2026-01-18,504.8,704.3,85.9,15.6,6.17,78.75
Ashok Vihar,2026-01-19,382.9,570.0,71.3,13.2,3.86,88.19
Ashok Vihar,2026-01-20,266.3,437.0,63.9,12.6,3.58,86.26
Ashok Vihar,2026-01-21,192.2,344.7,61.2,14.0,2.34,69.74
Ashok Vihar,2026-01-22,203.4,368.6,65.1,11.9,1.72,113.66
Ashok Vihar,2026-01-23,149.8,218.8,40.0,10.7,1.19,61.4
Ashok Vihar,2026-01-24,83.5,217.8,33.3,10.7,1.03,48.19
Ashok Vihar,2026-01-25,90.7,191.6,37.7,13.6,1.48,68.69
Ashok Vihar,2026-01-26,159.0,269.4,49.6,13.9,2.21,114.16
Ashok Vihar,2026-01-27,229.3,348.1,64.6,11.3,2.9,27.1
Ashok Vihar,2026-01-28,155.7,221.4,45.5,11.2,1.39,26.15
Ashok Vihar,2026-01-29,116.4,188.3,35.8,7.9,2.09,69.8
Ashok Vihar,2026-01-30,132.0,216.7,42.5,10.8,1.06,61.4
Ashok Vihar,2026-01-31,217.6,344.8,60.9,11.6,1.3,53.37
Ashok Vihar,2026-02-01,128.8,207.8,43.3,11.6,,43.4
Ashok Vihar,2026-02-02,132.0,208.3,43.8,8.5,1.6,23.72
Ashok Vihar,2026-02-03,176.0,283.4,56.1,12.7,2.05,78.25
Ashok Vihar,2026-02-04,214.5,337.5,53.9,15.8,2.65,84.44
Ashok Vihar,2026-02-05,124.5,207.4,49.6,21.9,1.41,90.89
Ashok Vihar,2026-02-06,108.9,194.4,52.7,31.9,1.34,92.01
Ashok Vihar,2026-02-07,113.2,197.4,44.0,26.5,1.19,89.14
Ashok Vihar,2026-02-08,95.6,176.2,49.9,26.4,2.31,100.01
Ashok Vihar,2026-02-09,158.2,285.9,74.0,25.2,2.55,125.42
Ashok Vihar,2026-02-10,176.4,373.7,79.0,22.0,2.89,119.62
Ashok Vihar,2026-02-11,200.1,357.9,66.5,24.2,4.06,94.75
Ashok Vihar,2026-02-12,78.1,161.3,49.2,17.1,3.98,70.7
Ashok Vihar,2026-02-13,107.7,203.9,58.6,12.8,1.53,86.33
Ashok Vihar,2026-02-14,122.7,238.1,70.2,12.2,1.19,93.49
Ashok Vihar,2026-02-15,133.6,220.7,65.4,10.2,1.03,25.35
Ashok Vihar,2026-02-16,140.9,328.2,86.3,18.7,2.29,145.51
Ashok Vihar,2026-02-17,147.4,318.1,71.5,12.7,1.48,78.03
Ashok Vihar,2026-02-18,123.8,236.2,66.3,15.2,2.38,28.74
Ashok Vihar,2026-02-19,99.7,183.9,53.3,14.3,1.02,98.39
Ashok Vihar,2026-02-20,106.2,194.6,51.0,12.5,1.07,78.12
Ashok Vihar,2026-02-21,122.0,213.7,56.8,15.8,0.97,82.71
Ashok Vihar,2026-02-22,118.2,225.2,59.2,11.9,1.75,92.14
Ashok Vihar,2026-02-23,111.5,249.2,64.7,13.5,2.21,103.2
Ashok Vihar,2026-02-24,136.6,289.3,63.3,14.6,1.44,104.01
Ashok Vihar,2026-02-25,98.3,238.6,60.7,18.0,0.0,96.76
Ashok Vihar,2026-02-26,89.2,213.7,64.8,12.0,1.1,87.14
Ashok Vihar,2026-02-27,96.2,234.9,63.3,12.6,2.04,110.78
Ashok Vihar,2026-02-28,104.8,242.9,59.5,16.5,1.73,103.83
Ashok Vihar,2026-03-01,68.0,182.7,48.7,17.4,1.02,52.22
Ashok Vihar,2026-03-02,97.3,212.8,38.9,21.4,1.01,85.98
Ashok Vihar,2026-03-03,83.7,203.5,31.0,22.7,0.71,86.99
Ashok Vihar,2026-03-04,63.0,140.0,35.3,22.4,0.5,47.7
Ashok Vihar,2026-03-05,64.2,185.3,30.2,23.6,0.75,70.53
Ashok Vihar,2026-03-06,92.3,210.2,52.2,24.8,1.8,92.15
Ashok Vihar,2026-03-07,150.3,306.6,72.4,21.8,2.09,74.31
Ashok Vihar,2026-03-08,135.8,267.5,58.4,32.2,1.86,98.46
Ashok Vihar,2026-03-09,114.9,235.6,43.9,33.0,1.1,64.51
Ashok Vihar,2026-03-10,135.2,269.3,51.2,29.7,1.49,74.41
Ashok Vihar,2026-03-11,107.3,266.1,58.3,29.5,1.48,78.03
Ashok Vihar,2026-03-12,83.5,247.8,46.2,24.9,0.76,82.05
Ashok Vihar,2026-03-13,38.1,135.1,20.7,19.5,0.68,55.1
Ashok Vihar,2026-03-14,83.4,164.1,25.9,21.8,0.84,60.61
Ashok Vihar,2026-03-15,35.5,96.0,52.2,32.0,0.9,25.8
Ashok Vihar,2026-03-16,42.8,138.8,30.6,16.5,0.79,85.95
Ashok Vihar,2026-03-17,84.7,210.5,43.5,22.1,1.1,106.89
Ashok Vihar,2026-03-18,91.8,216.2,39.8,20.6,0.91,118.73
Ashok Vihar,2026-03-19,62.8,107.9,38.0,19.0,1.14,44.5
Ashok Vihar,2026-03-20,48.1,72.7,24.9,14.7,0.78,37.5
Ashok Vihar,2026-03-21,64.0,127.3,34.5,14.9,1.1,69.71
Ashok Vihar,2026-03-22,64.1,133.1,34.2,17.6,0.96,68.95
Ashok Vihar,2026-03-23,54.0,106.2,35.6,14.1,0.78,75.46
Ashok Vihar,2026-03-24,56.7,140.6,35.7,14.7,0.93,72.64
Ashok Vihar,2026-03-25,96.3,193.6,44.3,20.4,1.09,84.14
Ashok Vihar,2026-03-26,75.9,189.6,48.9,21.7,0.89,104.15
Ashok Vihar,2026-03-27,53.4,140.5,34.8,21.5,0.76,67.95
Ashok Vihar,2026-03-28,72.8,167.2,44.9,23.5,1.32,87.42
Ashok Vihar,2026-03-29,84.5,233.5,43.5,22.8,1.45,102.69
Ashok Vihar,2026-03-30,58.1,216.6,50.6,18.7,1.2,59.35
Ashok Vihar,2026-03-31,75.8,162.1,41.1,22.8,0.99,61.95
Ashok Vihar,2026-04-01,41.5,127.8,37.4,16.5,1.01,101.94
Ashok Vihar,2026-04-02,86.2,219.5,47.1,20.2,1.3,128.41
Ashok Vihar,2026-04-03,79.0,302.7,29.4,13.2,0.4,67.17
Ashok Vihar,2026-04-04,50.4,128.5,31.5,12.9,0.89,69.64
Ashok Vihar,2026-04-05,48.1,123.2,27.0,14.9,0.43,86.76
Ashok Vihar,2026-04-06,50.4,135.0,35.4,13.4,0.59,90.91
Ashok Vihar,2026-04-07,46.3,122.9,30.4,15.8,0.66,55.1
Ashok Vihar,2026-04-08,34.2,77.6,19.9,10.1,0.42,93.36
Ashok Vihar,2026-04-09,50.4,125.0,32.7,12.1,0.59,85.54
Ashok Vihar,2026-04-10,55.9,242.1,25.4,17.7,0.41,49.99
Ashok Vihar,2026-04-11,44.0,160.0,29.5,16.0,0.71,56.03
Ashok Vihar,2026-04-12,55.9,165.3,28.7,18.6,0.56,57.12
Ashok Vihar,2026-04-13,55.9,251.9,44.8,20.3,0.68,63.24
Ashok Vihar,2026-04-14,77.8,222.8,52.0,21.5,0.88,82.76
Ashok Vihar,2026-04-15,87.3,241.5,63.1,25.9,1.4,68.64
Ashok Vihar,2026-04-16,117.0,294.3,69.0,24.6,1.56,77.67
Ashok Vihar,2026-04-17,133.1,375.0,68.2,22.4,1.75,85.44
Ashok Vihar,2026-04-18,117.0,361.2,101.8,28.1,8.3,3.4
Ashok Vihar,2026-04-19,151.1,328.2,54.7,23.9,1.1,72.88
Ashok Vihar,2026-04-20,60.2,224.6,40.0,24.1,1.15,38.61
Ashok Vihar,2026-04-21,66.2,244.5,43.3,20.6,1.34,65.3
Ashok Vihar,2026-04-22,91.8,268.3,49.0,29.6,1.56,71.14
Ashok Vihar,2026-04-23,68.2,232.1,52.3,22.3,2.09,56.97
Ashok Vihar,2026-04-24,99.3,289.2,59.7,25.6,1.61,59.85
Ashok Vihar,2026-04-25,90.0,286.4,49.6,24.1,1.23,46.08
Ashok Vihar,2026-04-26,89.1,263.8,36.4,26.5,1.01,47.21
Ashok Vihar,2026-04-27,91.5,249.0,41.5,24.7,1.01,58.81
Ashok Vihar,2026-04-28,55.5,327.1,22.7,18.3,1.01,51.73
Ashok Vihar,2026-04-29,49.2,185.8,33.2,18.4,1.11,55.98
Ashok Vihar,2026-04-30,63.6,214.4,35.0,18.4,0.92,50.05
Ashok Vihar,2026-05-01,49.5,142.4,29.4,16.6,1.14,58.21
Ashok Vihar,2026-05-02,61.2,177.4,29.6,16.0,0.92,27.14
Ashok Vihar,2026-05-03,40.7,193.9,21.0,13.3,0.89,45.27
Ashok Vihar,2026-05-04,17.3,76.6,14.9,11.0,0.85,40.21
Ashok Vihar,2026-05-05,36.9,83.5,20.2,11.0,0.96,48.08
Ashok Vihar,2026-05-06,54.2,145.8,36.6,14.5,1.29,73.97
Ashok Vihar,2026-05-07,37.2,106.5,20.9,14.4,0.9,47.51
Ashok Vihar,2026-05-08,42.2,99.0,21.6,14.8,0.97,56.63
Ashok Vihar,2026-05-09,55.2,130.3,29.7,19.0,1.07,62.05
Ashok Vihar,2026-05-10,54.8,130.0,23.1,15.0,1.0,61.09
Ashok Vihar,2026-05-11,63.1,149.5,28.1,16.2,1.38,66.62
Ashok Vihar,2026-05-12,65.3,183.1,27.2,17.8,1.01,54.11
Ashok Vihar,2026-05-13,61.9,175.1,26.7,17.9,1.2,65.1
Ashok Vihar,2026-05-14,46.0,175.5,31.5,19.2,1.11,90.29
Ashok Vihar,2026-05-15,70.3,168.0,30.4,16.9,0.82,83.66
Ashok Vihar,2026-05-16,74.7,183.7,37.2,19.6,0.66,73.49
Ashok Vihar,2026-05-17,64.6,215.6,28.5,20.2,0.6,63.31
Ashok Vihar,2026-05-18,49.9,203.3,29.1,17.0,0.56,64.64
Ashok Vihar,2026-05-19,59.7,248.6,46.8,18.0,1.38,54.38
Ashok Vihar,2026-05-20,54.0,195.7,44.9,14.6,0.86,39.8
Ashok Vihar,2026-05-21,50.2,273.7,32.5,18.2,0.88,32.16
Ashok Vihar,2026-05-22,55.7,249.6,32.5,32.4,0.73,66.1
Ashok Vihar,2026-05-23,53.2,292.5,25.0,22.8,0.81,49.14
Ashok Vihar,2026-05-24,76.5,250.2,35.9,32.0,1.14,51.86
Ashok Vihar,2026-05-25,73.1,377.2,32.1,25.4,1.11,35.49
Ashok Vihar,2026-05-26,81.4,256.4,25.1,35.2,0.66,61.49
Ashok Vihar,2026-05-27,63.4,235.6,38.4,31.0,1.11,67.17
Ashok Vihar,2026-05-28,73.2,270.1,30.9,27.7,1.23,37.94
Ashok Vihar,2026-05-29,26.9,117.9,16.6,23.6,0.69,46.76
Ashok Vihar,2026-05-30,23.2,93.6,19.9,24.9,0.79,45.33
Ashok Vihar,2026-05-31,25.3,76.8,19.9,24.5,0.72,51.35
Ashok Vihar,2026-06-01,41.8,103.5,24.9,23.1,0.77,58.79
Ashok Vihar,2026-06-02,41.0,102.5,22.2,14.8,0.72,65.34
Ashok Vihar,2026-06-03,53.0,153.4,31.6,19.7,0.78,79.81
Ashok Vihar,2026-06-04,46.4,171.7,33.8,17.6,1.06,56.91
Ashok Vihar,2026-06-05,29.0,342.0,9.8,16.5,0.3,18.5
Ashok Vihar,2026-06-06,62.5,234.6,35.2,13.6,0.98,52.36
Ashok Vihar,2026-06-07,29.6,172.6,20.6,16.6,0.65,41.11
Ashok Vihar,2026-06-08,26.0,148.7,15.5,16.9,0.55,34.25
Ashok Vihar,2026-06-09,35.8,334.6,17.3,18.3,0.48,64.94
Ashok Vihar,2026-06-10,35.9,199.8,23.2,13.5,0.54,33.94
Ashok Vihar,2026-06-11,30.0,140.5,25.0,14.4,0.53,42.29
Ashok Vihar,2026-06-12,29.4,84.1,19.4,11.0,0.83,22.1
Ashok Vihar,2026-06-13,38.3,127.6,22.8,11.8,1.21,59.44
Ashok Vihar,2026-06-14,61.1,183.3,28.4,12.8,0.98,40.56
Ashok Vihar,2026-06-15,27.8,178.3,21.1,13.5,1.07,28.74
Ashok Vihar,2026-06-16,39.0,123.5,32.7,12.4,1.27,29.23
Ashok Vihar,2026-06-17,29.5,100.1,20.6,12.4,1.11,35.88
Ashok Vihar,2026-06-18,47.8,169.6,20.7,14.9,0.92,31.6
Ashok Vihar,2026-06-19,35.0,172.1,16.6,13.6,1.02,38.26
Ashok Vihar,2026-06-20,41.7,154.7,22.1,16.3,1.26,31.01
Ashok Vihar,2026-06-21,36.6,154.3,17.9,14.2,0.63,25.82
Ashok Vihar,2026-06-22,33.4,290.3,19.2,12.6,1.12,34.34
Ashok Vihar,2026-06-23,52.2,188.1,29.9,17.3,1.27,37.93
Ashok Vihar,2026-06-24,27.8,123.1,27.7,12.8,1.3,35.67
Ashok Vihar,2026-06-25,38.4,159.9,32.7,12.8,0.81,34.04
Ashok Vihar,2026-06-26,26.9,120.0,19.3,9.1,0.98,40.2
Ashok Vihar,2026-06-27,43.1,167.5,23.9,10.4,1.14,38.36
Ashok Vihar,2026-06-28,40.2,166.4,26.1,11.6,1.01,37.6
Ashok Vihar,2026-06-29,41.2,185.0,22.9,10.9,0.75,25.36
Ashok Vihar,2026-06-30,40.7,227.5,22.6,8.4,1.06,16.96
Ashok Vihar,2026-07-01,34.2,122.2,22.1,8.2,0.94,10.25
Ashok Vihar,2026-07-02,34.2,99.0,21.4,10.0,1.14,28.45
Ashok Vihar,2026-07-03,36.0,105.3,21.5,10.4,1.18,10.6
Ashok Vihar,2026-07-04,53.8,126.5,30.0,12.3,1.75,7.15
Ashok Vihar,2026-07-05,43.8,100.4,28.4,9.0,1.04,3.46
Ashok Vihar,2026-07-06,37.6,98.8,27.6,10.5,1.1,10.68
Ashok Vihar,2026-07-07,54.4,112.3,24.3,9.7,0.85,4.83
Ashok Vihar,2026-07-08,22.7,43.5,23.1,9.3,1.03,4.31
Ashok Vihar,2026-07-09,9.4,33.0,11.6,9.0,0.89,6.08
Ashok Vihar,2026-07-10,23.1,85.1,15.4,9.7,1.14,13.84
Ashok Vihar,2026-07-11,47.8,267.2,20.0,8.8,1.45,6.71
Ashok Vihar,2026-07-12,63.3,418.5,19.9,8.7,0.84,9.16
Ashok Vihar,2026-07-13,46.6,207.2,16.6,7.1,0.59,14.65
Ashok Vihar,2026-07-14,49.4,207.5,23.3,8.4,1.04,11.23
Ashok Vihar,2026-07-15,47.8,198.0,18.5,9.1,1.06,13.99
Ashok Vihar,2026-07-16,54.7,244.3,20.8,8.4,1.07,17.05
Ashok Vihar,2026-07-17,61.3,268.3,35.3,9.3,1.9,7.4
Ashok Vihar,2026-07-18,50.3,222.8,26.3,7.4,0.98,12.69
Ashok Vihar,2026-07-19,50.0,202.8,24.3,5.9,0.98,12.8
Ashok Vihar,2026-07-20,46.2,140.1,18.0,7.2,1.28,8.43
Ashok Vihar,2026-07-21,34.0,85.5,14.8,1.9,1.0,7.2
Bawana,2025-10-01,48.2,65.7,7.0,2.8,0.98,4.17
Bawana,2025-10-03,57.3,93.0,6.3,2.6,1.41,30.22
Bawana,2025-10-04,96.6,148.2,7.9,2.9,1.17,32.44
Bawana,2025-10-05,102.4,163.1,6.8,3.1,1.34,46.61
Bawana,2025-10-06,41.7,65.9,4.9,2.6,1.21,19.05
Bawana,2025-10-07,41.9,58.6,6.9,2.8,1.18,43.25
Bawana,2025-10-08,45.9,65.3,5.4,2.3,1.07,26.96
Bawana,2025-10-09,54.2,101.0,5.1,2.3,1.12,36.18
Bawana,2025-10-10,90.8,192.0,8.5,2.7,1.16,51.08
Bawana,2025-10-11,89.3,180.0,7.6,4.3,1.16,48.3
Bawana,2025-10-12,85.7,173.0,6.4,3.1,1.21,53.5
Bawana,2025-10-13,107.6,200.8,9.6,3.5,1.39,58.41
Bawana,2025-10-14,118.7,205.3,13.3,4.2,1.33,54.79
Bawana,2025-10-15,182.6,305.8,23.6,4.0,1.15,24.99
Bawana,2025-10-16,149.7,236.6,14.2,4.9,0.45,61.04
Bawana,2025-10-17,143.9,286.1,22.8,3.8,1.33,23.72
Bawana,2025-10-18,160.1,239.4,14.1,5.3,1.07,61.44
Bawana,2025-10-19,178.6,234.2,10.3,6.8,0.93,69.8
Bawana,2025-10-20,341.1,426.7,14.2,23.2,1.43,60.84
Bawana,2025-10-21,356.1,470.6,11.3,15.4,1.12,51.9
Bawana,2025-10-22,195.9,226.9,9.9,5.1,1.09,39.71
Bawana,2025-10-23,176.4,226.8,12.8,5.9,1.3,54.54
Bawana,2025-10-24,179.2,267.8,16.6,4.6,1.94,58.4
Bawana,2025-10-25,224.7,309.2,19.7,5.3,1.45,63.82
Bawana,2025-10-26,211.6,323.3,21.2,6.4,1.92,62.11
Bawana,2025-10-27,201.1,301.1,15.9,6.4,1.81,47.66
Bawana,2025-10-28,155.6,236.9,15.5,4.8,1.55,45.78
Bawana,2025-10-29,199.8,280.5,16.1,4.2,1.8,48.14
Bawana,2025-10-30,253.2,350.6,22.6,4.4,1.78,36.96
Bawana,2025-10-31,122.5,169.1,14.4,3.4,1.22,35.81
Bawana,2025-11-01,257.9,333.0,16.4,7.1,1.4,36.7
Bawana,2025-11-02,184.2,262.5,16.0,8.7,1.02,37.33
Bawana,2025-11-03,240.0,347.6,15.4,6.1,2.03,49.88
Bawana,2025-11-04,186.6,339.5,22.8,3.8,3.04,46.71
Bawana,2025-11-05,143.3,221.8,11.6,2.7,1.17,36.51
Bawana,2025-11-06,278.2,347.6,12.8,5.4,1.15,51.4
Bawana,2025-11-07,303.6,389.5,17.4,5.6,1.16,53.16
Bawana,2025-11-08,287.2,398.5,21.5,6.9,1.07,58.4
Bawana,2025-11-09,297.7,373.3,15.0,7.9,1.07,62.55
Bawana,2025-11-10,345.7,464.8,21.3,12.4,2.0,62.39
Bawana,2025-11-11,396.9,486.9,20.4,6.5,1.62,66.76
Bawana,2025-11-12,346.6,468.4,23.9,7.8,1.73,69.86
Bawana,2025-11-13,375.7,472.1,19.7,6.3,1.66,74.81
Bawana,2025-11-14,283.6,398.7,18.3,11.0,1.52,61.39
Bawana,2025-11-15,326.4,418.0,20.4,5.4,1.57,65.65
Bawana,2025-11-16,334.7,445.7,20.3,5.3,1.79,18.05
Bawana,2025-11-17,331.7,414.8,22.1,4.6,2.55,53.42
Bawana,2025-11-18,341.0,475.0,27.1,3.8,2.1,53.85
Bawana,2025-11-19,388.2,515.4,26.9,5.5,3.21,62.29
Bawana,2025-11-20,320.5,491.0,29.4,3.4,3.12,61.06
Bawana,2025-11-21,295.4,467.6,34.5,3.8,2.7,60.02
Bawana,2025-11-22,307.5,432.0,23.4,4.9,2.38,55.29
Bawana,2025-11-23,364.5,493.7,22.8,5.4,2.12,48.84
Bawana,2025-11-24,261.8,372.3,23.5,3.3,2.27,18.41
Bawana,2025-11-25,242.7,352.1,22.2,3.2,1.71,50.44
Bawana,2025-11-26,252.0,355.0,28.4,3.3,1.5,1.7
Bawana,2025-12-01,232.0,357.8,21.5,4.2,2.11,54.61
Bawana,2025-12-02,299.0,412.1,27.6,6.5,1.28,44.2
Bawana,2025-12-03,160.6,274.4,16.7,3.9,0.7,52.8
Bawana,2025-12-04,219.6,300.8,18.1,5.2,1.73,48.39
Bawana,2025-12-05,225.2,312.8,19.5,4.4,1.84,48.01
Bawana,2025-12-06,209.0,280.3,14.9,4.5,1.45,44.5
Bawana,2025-12-07,208.5,287.8,12.9,5.0,1.5,46.08
Bawana,2025-12-08,193.1,272.3,14.0,4.4,1.41,43.2
Bawana,2025-12-09,189.2,280.7,15.0,6.7,1.62,39.44
Bawana,2025-12-10,178.8,282.1,16.8,4.2,1.56,27.0
Bawana,2025-12-11,208.9,344.2,19.1,3.3,2.23,38.12
Bawana,2025-12-12,279.2,421.9,21.3,3.3,2.17,33.9
Bawana,2025-12-13,522.6,710.4,36.8,3.7,2.89,35.31
Bawana,2025-12-14,467.5,583.2,24.4,3.0,2.47,26.07
Bawana,2025-12-15,268.7,367.5,17.9,2.7,1.92,24.3
Bawana,2025-12-16,226.3,302.6,12.9,5.1,1.75,37.98
Bawana,2025-12-17,233.1,329.5,13.0,5.3,2.41,34.56
Bawana,2025-12-18,250.9,346.9,13.5,4.3,2.0,3.97
Bawana,2025-12-19,215.2,361.3,13.3,4.8,1.78,21.97
Bawana,2025-12-20,355.1,501.4,10.1,5.3,3.77,3.99
Bawana,2025-12-21,328.2,479.8,17.3,5.2,2.5,24.58
Bawana,2025-12-22,304.0,469.0,14.8,5.4,2.51,31.15
Bawana,2025-12-23,211.6,267.3,10.6,5.3,1.93,25.84
Bawana,2025-12-24,146.8,212.0,8.9,5.2,1.51,30.21
Bawana,2025-12-25,196.5,296.6,15.4,6.0,2.6,41.46
Bawana,2025-12-26,311.6,412.1,15.0,5.8,2.26,33.3
Bawana,2025-12-27,278.7,408.5,14.6,3.8,2.59,33.98
Bawana,2025-12-28,294.0,335.0,12.6,2.7,1.22,12.9
Bawana,2025-12-29,243.4,347.4,14.2,2.8,2.38,11.86
Bawana,2025-12-30,192.4,296.5,13.3,2.6,2.23,13.81
Bawana,2025-12-31,230.3,368.6,18.7,2.4,1.84,6.9
Bawana,2026-01-01,175.3,288.6,10.7,2.6,1.48,15.67
Bawana,2026-01-02,46.9,126.0,6.4,2.0,1.21,19.26
Bawana,2026-01-03,116.4,220.9,10.0,2.5,1.35,17.87
Bawana,2026-01-04,96.5,190.2,7.8,2.3,1.0,22.86
Bawana,2026-01-05,83.3,185.0,8.0,2.2,1.43,30.46
Bawana,2026-01-06,102.1,205.8,8.8,2.1,1.05,10.31
Bawana,2026-01-07,93.9,208.9,7.8,2.3,1.21,20.48
Bawana,2026-01-08,99.6,181.8,8.6,1.9,0.91,13.2
Bawana,2026-01-09,190.8,287.9,14.1,2.6,1.48,17.57
Bawana,2026-01-10,153.7,207.5,11.1,2.6,1.19,19.97
Bawana,2026-01-11,155.0,199.4,9.8,2.2,1.27,22.02
Bawana,2026-01-12,193.9,315.2,14.6,2.8,2.0,24.8
Bawana,2026-01-13,238.7,320.5,14.1,2.8,1.67,33.09
Bawana,2026-01-14,226.0,275.7,12.0,2.7,1.6,29.05
Bawana,2026-01-15,228.1,276.8,12.2,2.5,1.75,17.15
Bawana,2026-01-16,193.1,294.2,14.1,2.8,2.34,34.09
Bawana,2026-01-17,324.3,485.9,20.8,3.6,2.83,48.94
Bawana,2026-01-18,397.9,581.4,24.6,3.7,3.37,37.68
Bawana,2026-01-19,288.2,414.7,18.9,4.5,1.56,46.05
Bawana,2026-01-20,253.4,335.8,16.3,3.4,1.74,43.85
Bawana,2026-01-21,201.3,276.7,16.1,2.3,1.16,29.14
Bawana,2026-01-22,200.8,313.9,15.0,3.4,1.97,62.24
Bawana,2026-01-23,142.4,192.0,7.0,3.0,1.21,37.2
Bawana,2026-01-24,73.7,186.9,4.8,2.7,0.75,23.69
Bawana,2026-01-25,106.9,173.1,8.8,3.4,0.74,36.2
Bawana,2026-01-26,161.5,254.7,11.2,4.8,1.33,53.44
Bawana,2026-01-27,227.4,301.6,16.8,3.1,1.47,19.4
Bawana,2026-01-28,168.8,233.3,8.0,3.2,1.05,12.24
Bawana,2026-01-29,111.4,147.9,6.0,2.6,1.59,21.28
Bawana,2026-01-30,124.9,153.4,7.2,2.9,0.89,26.47
Bawana,2026-01-31,251.4,352.5,19.0,3.4,1.6,24.58
Bawana,2026-02-01,149.6,233.4,9.9,3.2,1.62,26.27
Bawana,2026-02-02,107.8,152.8,6.6,2.3,1.38,9.84
Bawana,2026-02-03,148.8,210.2,10.5,3.0,2.0,28.89
Bawana,2026-02-04,168.5,238.5,9.1,3.2,1.52,38.5
Bawana,2026-02-05,134.7,204.2,9.4,3.4,1.21,40.87
Bawana,2026-02-06,104.7,176.0,9.2,6.5,1.15,41.42
Bawana,2026-02-07,120.0,177.8,7.7,4.3,0.98,37.67
Bawana,2026-02-08,106.3,156.7,7.5,5.1,1.03,44.58
Bawana,2026-02-09,146.8,275.8,16.9,5.3,1.77,66.22
Bawana,2026-02-10,162.3,287.3,17.7,4.8,1.5,56.92
Bawana,2026-02-11,156.7,247.1,13.1,5.0,1.28,46.38
Bawana,2026-02-12,103.8,161.0,8.6,3.9,1.16,35.39
Bawana,2026-02-13,109.6,178.6,12.9,4.4,1.26,36.36
Bawana,2026-02-14,130.5,197.1,14.3,4.6,1.07,43.26
Bawana,2026-02-15,127.0,167.5,12.0,3.9,1.1,41.0
Bawana,2026-02-16,166.3,306.9,16.2,5.4,1.34,55.96
Bawana,2026-02-17,184.0,326.8,18.5,5.6,1.38,44.02
Bawana,2026-02-18,122.3,191.1,14.0,3.6,1.68,9.89
Bawana,2026-02-19,102.8,154.4,12.5,5.2,1.2,28.25
Bawana,2026-02-20,91.5,153.0,10.8,4.7,0.85,27.18
Bawana,2026-02-21,119.5,212.9,11.0,4.3,0.98,38.2
Bawana,2026-02-22,105.5,214.1,12.9,3.7,1.2,45.51
Bawana,2026-02-23,141.3,273.6,14.9,3.7,1.25,46.75
Bawana,2026-02-24,120.6,224.3,14.8,2.6,0.88,40.17
Bawana,2026-02-25,155.3,276.0,14.0,3.9,0.8,44.98
